"Statistic Label","County","Sex","CensusYear","UNIT","VALUE"
"Population at Each Census 1841 to 2016","Kerry","Male","1991","Number","61932"
"Population at Each Census 1841 to 2016","Kerry","Male","1996","Number","63801"
"Population at Each Census 1841 to 2016","Kerry","Male","2002","Number","66572"
"Population at Each Census 1841 to 2016","Kerry","Male","2006","Number","70641"
"Population at Each Census 1841 to 2016","Kerry","Male","2011","Number","72629"
"Population at Each Census 1841 to 2016","Kerry","Male","2016","Number","73055"
"Population at Each Census 1841 to 2016","Kerry","Female","1841","Number","146573"
"Population at Each Census 1841 to 2016","Kerry","Female","1851","Number","121743"
"Population at Each Census 1841 to 2016","Kerry","Female","1861","Number","101801"
"Population at Each Census 1841 to 2016","Kerry","Female","1871","Number","98673"
"Population at Each Census 1841 to 2016","Kerry","Female","1881","Number","99831"
"Population at Each Census 1841 to 2016","Kerry","Female","1891","Number","88119"
"Population at Each Census 1841 to 2016","Kerry","Female","1901","Number","81299"
"Population at Each Census 1841 to 2016","Kerry","Female","1911","Number","78217"
"Population at Each Census 1841 to 2016","Kerry","Female","1926","Number","72308"
"Population at Each Census 1841 to 2016","Kerry","Female","1936","Number","66331"
"Population at Each Census 1841 to 2016","Kerry","Female","1946","Number","63780"
"Population at Each Census 1841 to 2016","Kerry","Female","1951","Number","60137"
"Population at Each Census 1841 to 2016","Kerry","Female","1956","Number","58107"
"Population at Each Census 1841 to 2016","Kerry","Female","1961","Number","55620"
"Population at Each Census 1841 to 2016","Kerry","Female","1966","Number","54111"
"Population at Each Census 1841 to 2016","Kerry","Female","1971","Number","54368"
"Population at Each Census 1841 to 2016","Kerry","Female","1979","Number","58171"
"Population at Each Census 1841 to 2016","Kerry","Female","1981","Number","59278"
"Population at Each Census 1841 to 2016","Kerry","Female","1986","Number","60866"
"Population at Each Census 1841 to 2016","Kerry","Female","1991","Number","59962"
"Population at Each Census 1841 to 2016","Kerry","Female","1996","Number","62329"
"Population at Each Census 1841 to 2016","Kerry","Female","2002","Number","65955"
"Population at Each Census 1841 to 2016","Kerry","Female","2006","Number","69194"
"Population at Each Census 1841 to 2016","Kerry","Female","2011","Number","72873"
"Population at Each Census 1841 to 2016","Kerry","Female","2016","Number","74652"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1841","Number","330029"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1851","Number","262132"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1861","Number","217277"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1871","Number","191936"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1881","Number","180632"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1891","Number","158912"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1901","Number","146098"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1911","Number","143069"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1926","Number","140343"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1936","Number","141153"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1946","Number","142559"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1951","Number","141239"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1956","Number","137881"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1961","Number","133339"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1966","Number","137357"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1971","Number","140459"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1979","Number","157407"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1981","Number","161661"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1986","Number","164569"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1991","Number","161956"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","1996","Number","165042"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","2002","Number","175304"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","2006","Number","184055"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","2011","Number","191809"
"Population at Each Census 1841 to 2016","Limerick","Both sexes","2016","Number","194899"
"Population at Each Census 1841 to 2016","Limerick","Male","1841","Number","161997"
"Population at Each Census 1841 to 2016","Limerick","Male","1851","Number","127387"
"Population at Each Census 1841 to 2016","Limerick","Male","1861","Number","105712"
"Population at Each Census 1841 to 2016","Limerick","Male","1871","Number","93112"
"Population at Each Census 1841 to 2016","Limerick","Male","1881","Number","88311"
"Population at Each Census 1841 to 2016","Limerick","Male","1891","Number","78607"
"Population at Each Census 1841 to 2016","Limerick","Male","1901","Number","72456"
"Population at Each Census 1841 to 2016","Limerick","Male","1911","Number","72229"
"Population at Each Census 1841 to 2016","Limerick","Male","1926","Number","71172"
"Population at Each Census 1841 to 2016","Limerick","Male","1936","Number","72407"
"Population at Each Census 1841 to 2016","Limerick","Male","1946","Number","72039"
"Population at Each Census 1841 to 2016","Limerick","Male","1951","Number","71691"
"Population at Each Census 1841 to 2016","Limerick","Male","1956","Number","69622"
"Population at Each Census 1841 to 2016","Limerick","Male","1961","Number","67173"
"Population at Each Census 1841 to 2016","Limerick","Male","1966","Number","69135"
"Population at Each Census 1841 to 2016","Limerick","Male","1971","Number","70786"
"Population at Each Census 1841 to 2016","Limerick","Male","1979","Number","79302"
"Population at Each Census 1841 to 2016","Limerick","Male","1981","Number","81595"
"Population at Each Census 1841 to 2016","Limerick","Male","1986","Number","82686"
"Population at Each Census 1841 to 2016","Limerick","Male","1991","Number","81094"
"Population at Each Census 1841 to 2016","Limerick","Male","1996","Number","82546"
"Population at Each Census 1841 to 2016","Limerick","Male","2002","Number","87631"
"Population at Each Census 1841 to 2016","Limerick","Male","2006","Number","92680"
"Population at Each Census 1841 to 2016","Limerick","Male","2011","Number","95815"
"Population at Each Census 1841 to 2016","Limerick","Male","2016","Number","97340"
"Population at Each Census 1841 to 2016","Limerick","Female","1841","Number","168032"
"Population at Each Census 1841 to 2016","Limerick","Female","1851","Number","134745"
"Population at Each Census 1841 to 2016","Limerick","Female","1861","Number","111565"
"Population at Each Census 1841 to 2016","Limerick","Female","1871","Number","98824"
"Population at Each Census 1841 to 2016","Limerick","Female","1881","Number","92321"
"Population at Each Census 1841 to 2016","Limerick","Female","1891","Number","80305"
"Population at Each Census 1841 to 2016","Limerick","Female","1901","Number","73642"
"Population at Each Census 1841 to 2016","Limerick","Female","1911","Number","70840"
"Population at Each Census 1841 to 2016","Limerick","Female","1926","Number","69171"
"Population at Each Census 1841 to 2016","Limerick","Female","1936","Number","68746"
"Population at Each Census 1841 to 2016","Limerick","Female","1946","Number","70520"
"Population at Each Census 1841 to 2016","Limerick","Female","1951","Number","69548"
"Population at Each Census 1841 to 2016","Limerick","Female","1956","Number","68259"
"Population at Each Census 1841 to 2016","Limerick","Female","1961","Number","66166"
"Population at Each Census 1841 to 2016","Limerick","Female","1966","Number","68222"
"Population at Each Census 1841 to 2016","Limerick","Female","1971","Number","69673"
"Population at Each Census 1841 to 2016","Limerick","Female","1979","Number","78105"
"Population at Each Census 1841 to 2016","Limerick","Female","1981","Number","80066"
"Population at Each Census 1841 to 2016","Limerick","Female","1986","Number","81883"
"Population at Each Census 1841 to 2016","Limerick","Female","1991","Number","80862"
"Population at Each Census 1841 to 2016","Limerick","Female","1996","Number","82496"
"Population at Each Census 1841 to 2016","Limerick","Female","2002","Number","87673"
"Population at Each Census 1841 to 2016","Limerick","Female","2006","Number","91375"
"Population at Each Census 1841 to 2016","Limerick","Female","2011","Number","95994"
"Population at Each Census 1841 to 2016","Limerick","Female","2016","Number","97559"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1841","Number","435553"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1851","Number","331567"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1861","Number","249106"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1871","Number","216713"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1881","Number","199612"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1891","Number","173188"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1901","Number","160232"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1911","Number","152433"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1926","Number","141015"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1936","Number","137835"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1946","Number","136014"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1951","Number","133313"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1956","Number","129415"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1961","Number","123822"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1966","Number","122812"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1971","Number","123565"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1979","Number","133741"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1981","Number","135261"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1986","Number","136619"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1991","Number","132772"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","1996","Number","133535"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","2002","Number","140131"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","2006","Number","149244"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","2011","Number","158754"
"Population at Each Census 1841 to 2016","Tipperary","Both sexes","2016","Number","159553"
"Population at Each Census 1841 to 2016","Tipperary","Male","1841","Number","216650"
"Population at Each Census 1841 to 2016","Tipperary","Male","1851","Number","160024"
"Population at Each Census 1841 to 2016","Tipperary","Male","1861","Number","122483"
"Population at Each Census 1841 to 2016","Tipperary","Male","1871","Number","106499"
"Population at Each Census 1841 to 2016","Tipperary","Male","1881","Number","98755"
"Population at Each Census 1841 to 2016","Tipperary","Male","1891","Number","86807"
"Population at Each Census 1841 to 2016","Tipperary","Male","1901","Number","81399"
"Population at Each Census 1841 to 2016","Tipperary","Male","1911","Number","78584"
"Population at Each Census 1841 to 2016","Tipperary","Male","1926","Number","72904"
"Population at Each Census 1841 to 2016","Tipperary","Male","1936","Number","72397"
"Population at Each Census 1841 to 2016","Tipperary","Male","1946","Number","70999"
"Population at Each Census 1841 to 2016","Tipperary","Male","1951","Number","69866"
"Population at Each Census 1841 to 2016","Tipperary","Male","1956","Number","67398"
"Population at Each Census 1841 to 2016","Tipperary","Male","1961","Number","64141"
"Population at Each Census 1841 to 2016","Tipperary","Male","1966","Number","63416"
"Population at Each Census 1841 to 2016","Tipperary","Male","1971","Number","63523"
"Population at Each Census 1841 to 2016","Tipperary","Male","1979","Number","68877"
"Population at Each Census 1841 to 2016","Tipperary","Male","1981","Number","69503"
"Population at Each Census 1841 to 2016","Tipperary","Male","1986","Number","69728"
"Population at Each Census 1841 to 2016","Tipperary","Male","1991","Number","67422"
"Population at Each Census 1841 to 2016","Tipperary","Male","1996","Number","67602"
"Population at Each Census 1841 to 2016","Tipperary","Male","2002","Number","70863"
"Population at Each Census 1841 to 2016","Tipperary","Male","2006","Number","75818"
"Population at Each Census 1841 to 2016","Tipperary","Male","2011","Number","79584"
"Population at Each Census 1841 to 2016","Tipperary","Male","2016","Number","79668"
"Population at Each Census 1841 to 2016","Tipperary","Female","1841","Number","218903"
"Population at Each Census 1841 to 2016","Tipperary","Female","1851","Number","171543"
"Population at Each Census 1841 to 2016","Tipperary","Female","1861","Number","126623"
"Population at Each Census 1841 to 2016","Tipperary","Female","1871","Number","110214"
"Population at Each Census 1841 to 2016","Tipperary","Female","1881","Number","100857"
"Population at Each Census 1841 to 2016","Tipperary","Female","1891","Number","86381"
"Population at Each Census 1841 to 2016","Tipperary","Female","1901","Number","78833"
"Population at Each Census 1841 to 2016","Tipperary","Female","1911","Number","73849"
"Population at Each Census 1841 to 2016","Tipperary","Female","1926","Number","68111"
"Population at Each Census 1841 to 2016","Tipperary","Female","1936","Number","65438"
"Population at Each Census 1841 to 2016","Tipperary","Female","1946","Number","65015"
"Population at Each Census 1841 to 2016","Tipperary","Female","1951","Number","63447"
"Population at Each Census 1841 to 2016","Tipperary","Female","1956","Number","62017"
"Population at Each Census 1841 to 2016","Tipperary","Female","1961","Number","59681"
"Population at Each Census 1841 to 2016","Tipperary","Female","1966","Number","59396"
"Population at Each Census 1841 to 2016","Tipperary","Female","1971","Number","60042"
"Population at Each Census 1841 to 2016","Tipperary","Female","1979","Number","64864"
"Population at Each Census 1841 to 2016","Tipperary","Female","1981","Number","65758"
"Population at Each Census 1841 to 2016","Tipperary","Female","1986","Number","66891"
"Population at Each Census 1841 to 2016","Tipperary","Female","1991","Number","65350"
"Population at Each Census 1841 to 2016","Tipperary","Female","1996","Number","65933"
"Population at Each Census 1841 to 2016","Tipperary","Female","2002","Number","69268"
"Population at Each Census 1841 to 2016","Tipperary","Female","2006","Number","73426"
"Population at Each Census 1841 to 2016","Tipperary","Female","2011","Number","79170"
"Population at Each Census 1841 to 2016","Tipperary","Female","2016","Number","79885"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1841","Number","196187"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1851","Number","164035"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1861","Number","134252"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1871","Number","123310"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1881","Number","112768"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1891","Number","98251"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1901","Number","87187"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1911","Number","83966"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1926","Number","78562"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1936","Number","77614"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1946","Number","76108"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1951","Number","75061"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1956","Number","74031"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1961","Number","71439"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1966","Number","73080"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1971","Number","77315"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1979","Number","87278"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1981","Number","88591"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1986","Number","91151"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1991","Number","91624"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","1996","Number","94680"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","2002","Number","101546"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","2006","Number","107961"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","2011","Number","113795"
"Population at Each Census 1841 to 2016","Waterford","Both sexes","2016","Number","116176"
"Population at Each Census 1841 to 2016","Waterford","Male","1841","Number","95576"
"Population at Each Census 1841 to 2016","Waterford","Male","1851","Number","78955"
"Population at Each Census 1841 to 2016","Waterford","Male","1861","Number","64310"
"Population at Each Census 1841 to 2016","Waterford","Male","1871","Number","59078"
"Population at Each Census 1841 to 2016","Waterford","Male","1881","Number","54618"
"Population at Each Census 1841 to 2016","Waterford","Male","1891","Number","48054"
"Population at Each Census 1841 to 2016","Waterford","Male","1901","Number","43005"
"Population at Each Census 1841 to 2016","Waterford","Male","1911","Number","42450"
"Population at Each Census 1841 to 2016","Waterford","Male","1926","Number","39426"
"Population at Each Census 1841 to 2016","Waterford","Male","1936","Number","39528"
"Population at Each Census 1841 to 2016","Waterford","Male","1946","Number","38087"
"Population at Each Census 1841 to 2016","Waterford","Male","1951","Number","37963"
"Population at Each Census 1841 to 2016","Waterford","Male","1956","Number","36977"
"Population at Each Census 1841 to 2016","Waterford","Male","1961","Number","35528"
"Population at Each Census 1841 to 2016","Waterford","Male","1966","Number","36466"
"Population at Each Census 1841 to 2016","Waterford","Male","1971","Number","38770"
"Population at Each Census 1841 to 2016","Waterford","Male","1979","Number","43956"
"Population at Each Census 1841 to 2016","Waterford","Male","1981","Number","44513"
"Population at Each Census 1841 to 2016","Waterford","Male","1986","Number","45618"
"Population at Each Census 1841 to 2016","Waterford","Male","1991","Number","45738"
"Population at Each Census 1841 to 2016","Waterford","Male","1996","Number","47302"
"Population at Each Census 1841 to 2016","Waterford","Male","2002","Number","50672"
"Population at Each Census 1841 to 2016","Waterford","Male","2006","Number","53932"
"Population at Each Census 1841 to 2016","Waterford","Male","2011","Number","56464"
"Population at Each Census 1841 to 2016","Waterford","Male","2016","Number","57651"
"Population at Each Census 1841 to 2016","Waterford","Female","1841","Number","100611"
"Population at Each Census 1841 to 2016","Waterford","Female","1851","Number","85080"
"Population at Each Census 1841 to 2016","Waterford","Female","1861","Number","69942"
"Population at Each Census 1841 to 2016","Waterford","Female","1871","Number","64232"
"Population at Each Census 1841 to 2016","Waterford","Female","1881","Number","58150"
"Population at Each Census 1841 to 2016","Waterford","Female","1891","Number","50197"
"Population at Each Census 1841 to 2016","Waterford","Female","1901","Number","44182"
"Population at Each Census 1841 to 2016","Waterford","Female","1911","Number","41516"
"Population at Each Census 1841 to 2016","Waterford","Female","1926","Number","39136"
"Population at Each Census 1841 to 2016","Waterford","Female","1936","Number","38086"
"Population at Each Census 1841 to 2016","Waterford","Female","1946","Number","38021"
"Population at Each Census 1841 to 2016","Waterford","Female","1951","Number","37098"
"Population at Each Census 1841 to 2016","Waterford","Female","1956","Number","37054"
"Population at Each Census 1841 to 2016","Waterford","Female","1961","Number","35911"
"Population at Each Census 1841 to 2016","Waterford","Female","1966","Number","36614"
"Population at Each Census 1841 to 2016","Waterford","Female","1971","Number","38545"
"Population at Each Census 1841 to 2016","Waterford","Female","1979","Number","43322"
"Population at Each Census 1841 to 2016","Waterford","Female","1981","Number","44078"
"Population at Each Census 1841 to 2016","Waterford","Female","1986","Number","45533"
"Population at Each Census 1841 to 2016","Waterford","Female","1991","Number","45886"
"Population at Each Census 1841 to 2016","Waterford","Female","1996","Number","47378"
"Population at Each Census 1841 to 2016","Waterford","Female","2002","Number","50874"
"Population at Each Census 1841 to 2016","Waterford","Female","2006","Number","54029"
"Population at Each Census 1841 to 2016","Waterford","Female","2011","Number","57331"
"Population at Each Census 1841 to 2016","Waterford","Female","2016","Number","58525"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1841","Number","440198"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1851","Number","321684"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1861","Number","271478"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1871","Number","248458"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1881","Number","242005"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1891","Number","214712"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1901","Number","192549"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1911","Number","182224"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1926","Number","169366"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1936","Number","168198"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1946","Number","165201"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1951","Number","160204"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1956","Number","155553"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1961","Number","149887"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1966","Number","148340"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1971","Number","149223"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1979","Number","167838"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1981","Number","172018"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1986","Number","178552"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1991","Number","180364"
"Population at Each Census 1841 to 2016","Galway","Both sexes","1996","Number","188854"
"Population at Each Census 1841 to 2016","Galway","Both sexes","2002","Number","209077"
"Population at Each Census 1841 to 2016","Galway","Both sexes","2006","Number","231670"
"Population at Each Census 1841 to 2016","Galway","Both sexes","2011","Number","250653"
"Population at Each Census 1841 to 2016","Galway","Both sexes","2016","Number","258058"
"Population at Each Census 1841 to 2016","Galway","Male","1841","Number","219564"
"Population at Each Census 1841 to 2016","Galway","Male","1851","Number","157135"
"Population at Each Census 1841 to 2016","Galway","Male","1861","Number","134057"
"Population at Each Census 1841 to 2016","Galway","Male","1871","Number","122496"
"Population at Each Census 1841 to 2016","Galway","Male","1881","Number","120609"
"Population at Each Census 1841 to 2016","Galway","Male","1891","Number","108283"
"Population at Each Census 1841 to 2016","Galway","Male","1901","Number","97923"
"Population at Each Census 1841 to 2016","Galway","Male","1911","Number","94403"
"Population at Each Census 1841 to 2016","Galway","Male","1926","Number","88481"
"Population at Each Census 1841 to 2016","Galway","Male","1936","Number","89170"
"Population at Each Census 1841 to 2016","Galway","Male","1946","Number","87435"
"Population at Each Census 1841 to 2016","Galway","Male","1951","Number","85141"
"Population at Each Census 1841 to 2016","Galway","Male","1956","Number","82223"
"Population at Each Census 1841 to 2016","Galway","Male","1961","Number","78993"
"Population at Each Census 1841 to 2016","Galway","Male","1966","Number","77696"
"Population at Each Census 1841 to 2016","Galway","Male","1971","Number","77842"
"Population at Each Census 1841 to 2016","Galway","Male","1979","Number","86528"
"Population at Each Census 1841 to 2016","Galway","Male","1981","Number","88330"
"Population at Each Census 1841 to 2016","Galway","Male","1986","Number","90625"
"Population at Each Census 1841 to 2016","Galway","Male","1991","Number","91005"
"Population at Each Census 1841 to 2016","Galway","Male","1996","Number","94529"
"Population at Each Census 1841 to 2016","Galway","Male","2002","Number","104367"
"Population at Each Census 1841 to 2016","Galway","Male","2006","Number","116476"
"Population at Each Census 1841 to 2016","Galway","Male","2011","Number","124758"
"Population at Each Census 1841 to 2016","Galway","Male","2016","Number","127663"
"Population at Each Census 1841 to 2016","Galway","Female","1841","Number","220634"
"Population at Each Census 1841 to 2016","Galway","Female","1851","Number","164549"
"Population at Each Census 1841 to 2016","Galway","Female","1861","Number","137421"
"Population at Each Census 1841 to 2016","Galway","Female","1871","Number","125962"
"Population at Each Census 1841 to 2016","Galway","Female","1881","Number","121396"
"Population at Each Census 1841 to 2016","Galway","Female","1891","Number","106429"
"Population at Each Census 1841 to 2016","Galway","Female","1901","Number","94626"
"Population at Each Census 1841 to 2016","Galway","Female","1911","Number","87821"
"Population at Each Census 1841 to 2016","Galway","Female","1926","Number","80885"
"Population at Each Census 1841 to 2016","Galway","Female","1936","Number","79028"
"Population at Each Census 1841 to 2016","Galway","Female","1946","Number","77766"
"Population at Each Census 1841 to 2016","Galway","Female","1951","Number","75063"
"Population at Each Census 1841 to 2016","Galway","Female","1956","Number","73330"
"Population at Each Census 1841 to 2016","Galway","Female","1961","Number","70894"
"Population at Each Census 1841 to 2016","Galway","Female","1966","Number","70644"
"Population at Each Census 1841 to 2016","Galway","Female","1971","Number","71381"
"Population at Each Census 1841 to 2016","Galway","Female","1979","Number","81310"
"Population at Each Census 1841 to 2016","Galway","Female","1981","Number","83688"
"Population at Each Census 1841 to 2016","Galway","Female","1986","Number","87927"
"Population at Each Census 1841 to 2016","Galway","Female","1991","Number","89359"
"Population at Each Census 1841 to 2016","Galway","Female","1996","Number","94325"
"Population at Each Census 1841 to 2016","Galway","Female","2002","Number","104710"
"Population at Each Census 1841 to 2016","Galway","Female","2006","Number","115194"
"Population at Each Census 1841 to 2016","Galway","Female","2011","Number","125895"
"Population at Each Census 1841 to 2016","Galway","Female","2016","Number","130395"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1841","Number","155297"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1851","Number","111897"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1861","Number","104744"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1871","Number","95562"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1881","Number","90372"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1891","Number","78618"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1901","Number","69343"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1911","Number","63582"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1926","Number","55907"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1936","Number","50908"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1946","Number","44591"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1951","Number","41209"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1956","Number","37056"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1961","Number","33470"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1966","Number","30572"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1971","Number","28360"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1979","Number","27844"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1981","Number","27609"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1986","Number","27035"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1991","Number","25301"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","1996","Number","25057"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","2002","Number","25799"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","2006","Number","28950"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","2011","Number","31798"
"Population at Each Census 1841 to 2016","Leitrim","Both sexes","2016","Number","32044"
"Population at Each Census 1841 to 2016","Leitrim","Male","1841","Number","77501"
"Population at Each Census 1841 to 2016","Leitrim","Male","1851","Number","56111"
"Population at Each Census 1841 to 2016","Leitrim","Male","1861","Number","52562"
"Population at Each Census 1841 to 2016","Leitrim","Male","1871","Number","47724"
"Population at Each Census 1841 to 2016","Leitrim","Male","1881","Number","45190"
"Population at Each Census 1841 to 2016","Leitrim","Male","1891","Number","39715"
"Population at Each Census 1841 to 2016","Leitrim","Male","1901","Number","35098"
"Population at Each Census 1841 to 2016","Leitrim","Male","1911","Number","32759"
"Population at Each Census 1841 to 2016","Leitrim","Male","1926","Number","29247"
"Population at Each Census 1841 to 2016","Leitrim","Male","1936","Number","27337"
"Population at Each Census 1841 to 2016","Leitrim","Male","1946","Number","24065"
"Population at Each Census 1841 to 2016","Leitrim","Male","1951","Number","22374"
"Population at Each Census 1841 to 2016","Leitrim","Male","1956","Number","19986"
"Population at Each Census 1841 to 2016","Leitrim","Male","1961","Number","18031"
"Population at Each Census 1841 to 2016","Leitrim","Male","1966","Number","16444"
"Population at Each Census 1841 to 2016","Leitrim","Male","1971","Number","15269"
"Population at Each Census 1841 to 2016","Leitrim","Male","1979","Number","14878"
"Population at Each Census 1841 to 2016","Leitrim","Male","1981","Number","14699"
"Population at Each Census 1841 to 2016","Leitrim","Male","1986","Number","14205"
"Population at Each Census 1841 to 2016","Leitrim","Male","1991","Number","13203"
"Population at Each Census 1841 to 2016","Leitrim","Male","1996","Number","13044"
"Population at Each Census 1841 to 2016","Leitrim","Male","2002","Number","13324"
"Population at Each Census 1841 to 2016","Leitrim","Male","2006","Number","14903"
"Population at Each Census 1841 to 2016","Leitrim","Male","2011","Number","16144"
"Population at Each Census 1841 to 2016","Leitrim","Male","2016","Number","16064"
"Population at Each Census 1841 to 2016","Leitrim","Female","1841","Number","77796"
"Population at Each Census 1841 to 2016","Leitrim","Female","1851","Number","55786"
"Population at Each Census 1841 to 2016","Leitrim","Female","1861","Number","52182"
"Population at Each Census 1841 to 2016","Leitrim","Female","1871","Number","47838"
"Population at Each Census 1841 to 2016","Leitrim","Female","1881","Number","45182"
